Word,Alpha,Rank,AnagramCount
STOLEN,ELNOST,1,0
STOLES,ELOSST,3,0
STOLID,DILOST,2,0
STOLIDITY,DIILOSTTY,3,0
STOLIDLY,DILLOSTY,3,0
STOMA,AMOST,3,2
STOMACH,ACHMOST,1,0
STOMACHACHE,AACCEHHMOST,3,0
STOMACHACHES,AACCEHHMOSST,3,0
STOMACHS,ACHMOSST,2,0
STOMATAL,AALMOSTT,3,0
STOMP,MOPST,3,0
STOMPED,DEMOPST,3,0
STOMPING,GIMNOPST,2,0
STOMPS,MOPSST,3,0
STONE,ENOST,3,4
STONECUTTER,CEENORSTTTU,3,0
STONECUTTERS,CEENORSSTTTU,3,0
STONED,DENOST,3,0
STONEFLIES,EEFILNOSST,3,0
STONEFLY,EFLNOSTY,3,0
STONEMASON,AEMNNOOSST,3,0
STONEMASONS,AEMNNOOSSST,3,0
STONER,ENORST,3,3
STONERS,ENORSST,3,0
STONES,ENOSST,1,1
STONEWALL,AELLNOSTW,3,0
STONEWALLED,ADEELLNOSTW,3,0
STONEWALLING,AEGILLNNOSTW,2,0
STONEWARE,AEENORSTW,2,0
STONEWORK,EKNOORSTW,3,0
STONILY,ILNOSTY,3,0
STONING,GINNOST,3,0
STONY,NOSTY,2,0
STOOD,DOOST,1,0
STOOGE,EGOOST,3,0
STOOGES,EGOOSST,3,0
STOOL,LOOST,1,1
STOOLS,LOOSST,2,0
STOOP,OOPST,2,1
STOOPED,DEOOPST,3,0
STOOPING,GINOOPST,2,0
STOOPS,OOPSST,3,0
STOP,OPST,1,5
STOPGAP,AGOPPST,2,0
STOPLIGHT,GHILOPSTT,2,1
STOPLIGHTS,GHILOPSSTT,3,1
STOPOVER,EOOPRSTV,2,0
STOPOVERS,EOOPRSSTV,3,0
STOPPAGE,AEGOPPST,2,0
STOPPAGES,AEGOPPSST,3,0
STOPPED,DEOPPST,2,0
STOPPER,EOPPRST,2,1
STOPPERED,DEEOPPRST,3,0
STOPPERS,EOPPRSST,3,0
STOPPING,GINOPPST,1,1
STOPS,OPSST,2,2
STOPWATCH,ACHOPSTTW,2,0
STOPWATCHES,ACEHOPSSTTW,3,0
STORABLE,ABELORST,3,0
STORAGE,AEGORST,1,0
STORE,EORST,1,0
STORED,DEORST,2,2
STOREFRONT,EFNOORRSTT,2,0
STOREFRONTS,EFNOORRSSTT,2,0
STOREHOUSE,EEHOORSSTU,2,0
STOREHOUSES,EEHOORSSSTU,3,0
STOREKEEPER,EEEEKOPRRST,3,0
STOREKEEPERS,EEEEKOPRRSST,3,0
STOREROOM,EMOOORRST,2,0
STOREROOMS,EMOOORRSST,3,0
STORES,EORSST,1,1
STOREYS,EORSSTY,3,1
STORIED,DEIORST,2,2
STORIES,EIORSST,1,2
STORING,GINORST,2,1
STORK,KORST,3,0
STORKS,KORSST,3,0
STORM,MORST,2,0
STORMED,DEMORST,3,0
STORMINESS,EIMNORSSST,3,0
STORMING,GIMNORST,2,0
STORMS,MORSST,3,0
STORMY,MORSTY,2,0
STORY,ORSTY,1,1
STORYBOARD,ABDOORRSTY,3,0
STORYBOARDS,ABDOORRSSTY,3,0
STORYBOOK,BKOOORSTY,2,0
STORYBOOKS,BKOOORSSTY,3,0
STORYTELLER,EELLORRSTTY,2,0
STORYTELLERS,EELLORRSSTTY,2,0
STORYTELLING,EGILLNORSTTY,2,0
STOUT,OSTTU,2,1
STOUTER,EORSTTU,3,0
STOUTEST,EOSSTTTU,3,0
STOUTLY,LOSTTUY,3,0
STOUTS,OSSTTU,3,0
STOVE,EOSTV,1,1
STOVEPIPE,EEIOPPSTV,3,0
STOVEPIPES,EEIOPPSSTV,3,0
STOVES,EOSSTV,2,0
STOW,OSTW,2,2
STOWAGE,AEGOSTW,3,0
STOWAWAY,AAOSTWWY,3,0
STOWAWAYS,AAOSSTWWY,3,0
STOWED,DEOSTW,3,0
STOWING,GINOSTW,3,0
STOWS,OSSTW,3,0
STRABISMUS,ABIMRSSSTU,3,0
STRADDLE,ADDELRST,2,0
STRADDLED,ADDDELRST,3,0
STRADDLES,ADDELRSST,2,0
STRADDLING,ADDGILNRST,2,0
STRAFE,AEFRST,3,1
STRAFED,ADEFRST,3,0
STRAFING,AFGINRST,3,0
STRAGGLE,AEGGLRST,3,0
STRAGGLED,ADEGGLRST,3,0
STRAGGLER,AEGGLRRST,3,0
STRAGGLERS,AEGGLRRSST,2,0
STRAGGLES,AEGGLRSST,3,0
STRAGGLING,AGGGILNRST,3,0
STRAGGLY,AGGLRSTY,3,0
STRAIGHT,AGHIRSTT,1,0
STRAIGHTAWAY,AAAGHIRSTTWY,2,0
STRAIGHTAWAYS,AAAGHIRSSTTWY,3,0
STRAIGHTEDGE,ADEEGGHIRSTT,3,0
STRAIGHTEN,AEGHINRSTT,2,1
STRAIGHTENED,ADEEGHINRSTT,3,0
STRAIGHTENING,AEGGHIINNRSTT,2,0
STRAIGHTENS,AEGHINRSSTT,2,0
STRAIGHTER,AEGHIRRSTT,2,0
STRAIGHTEST,AEGHIRSSTTT,3,0
STRAIGHTFORWARD,AADFGHIORRRSTTW,1,0
STRAIGHTJACKET,AACEGHIJKRSTTT,3,0
STRAIGHTNESS,AEGHINRSSSTT,3,0
STRAIGHTS,AGHIRSSTT,3,0
STRAIGHTWAY,AAGHIRSTTWY,3,0
STRAIN,AINRST,2,2
STRAINED,ADEINRST,2,0
STRAINER,AEINRRST,2,3
STRAINERS,AEINRRSST,3,1
STRAINING,AGIINNRST,2,1
STRAINS,AINRSST,2,0
STRAIT,AIRSTT,2,2
STRAITENED,ADEEINRSTT,3,1
STRAITJACKET,AACEIJKRSTTT,2,0
STRAITJACKETED,AACDEEIJKRSTTT,3,0
STRAITJACKETS,AACEIJKRSSTTT,3,0
STRAITLACED,AACDEILRSTT,3,0
STRAITS,AIRSSTT,2,2
STRAKES,AEKRSST,3,2
STRAND,ADNRST,2,0
STRANDED,ADDENRST,3,1
STRANDING,ADGINNRST,3,0
STRANDS,ADNRSST,1,0
STRANGE,AEGNRST,1,1
STRANGELY,AEGLNRSTY,1,0
STRANGENESS,AEEGNNRSSST,2,0
STRANGER,AEGNRRST,2,0
STRANGERS,AEGNRRSST,1,0
STRANGEST,AEGNRSSTT,2,0
STRANGLE,AEGLNRST,2,0
STRANGLED,ADEGLNRST,2,0
STRANGLEHOLD,ADEGHLLNORST,2,0
STRANGLER,AEGLNRRST,3,0
STRANGLES,AEGLNRSST,3,0
STRANGLING,AGGILNNRST,2,0
STRANGULATION,AAGILNNORSTTU,2,0
STRAP,APRST,2,3
STRAPLESS,AELPRSSST,2,0
STRAPPED,ADEPPRST,3,0
STRAPPING,AGINPPRST,2,1
STRAPPY,APPRSTY,3,0
STRAPS,APRSST,3,0
STRATA,AARSTT,2,0
STRATAGEM,AAEGMRSTT,3,0
STRATAGEMS,AAEGMRSSTT,3,0
STRATEGIC,ACEGIRSTT,1,0
STRATEGICAL,AACEGILRSTT,3,0
STRATEGICALLY,AACEGILLRSTTY,2,0
STRATEGIES,AEEGIRSSTT,1,0
STRATEGIST,AEGIRSSTTT,2,0
STRATEGISTS,AEGIRSSSTTT,2,0
STRATEGIZE,AEEGIRSTTZ,3,0
STRATEGIZED,ADEEGIRSTTZ,3,0
STRATEGIZING,AEGGIINRSTTZ,3,0
STRATEGY,AEGRSTTY,1,0
STRATIFICATION,AACFIIINORSTTT,2,0
STRATIFICATIONS,AACFIIINORSSTTT,3,0
STRATIFIED,ADEFIIRSTT,2,0
STRATIFY,AFIRSTTY,3,0
STRATIFYING,AFGIINRSTTY,3,0
STRATIGRAPHIC,AACGHIIPRRSTT,3,0
STRATIGRAPHY,AAGHIPRRSTTY,3,0
STRATOSPHERE,AEEHOPRRSSTT,2,0
STRATOSPHERIC,ACEHIOPRRSSTT,2,0
STRATUM,AMRSTTU,2,0
STRAW,ARSTW,1,1
STRAWBERRIES,ABEEIRRRSSTW,2,0
STRAWBERRY,ABERRRSTWY,2,0
STRAWS,ARSSTW,2,0
STRAY,ARSTY,3,3
STRAYED,ADERSTY,2,0
STRAYING,AGINRSTY,2,1
STRAYS,ARSSTY,3,1
STREAK,AEKRST,2,2
STREAKED,ADEEKRST,3,0
STREAKER,AEEKRRST,3,0
STREAKING,AEGIKNRST,2,0
STREAKS,AEKRSST,2,2
STREAKY,AEKRSTY,3,0
STREAM,AEMRST,2,3
STREAMBED,ABDEEMRST,3,0
STREAMBEDS,ABDEEMRSST,3,0
STREAMED,ADEEMRST,3,1
STREAMER,AEEMRRST,3,0
STREAMERS,AEEMRRSST,2,0
STREAMING,AEGIMNRST,2,2
STREAMLINE,AEEILMNRST,2,0
STREAMLINED,ADEEILMNRST,3,1
STREAMLINER,AEEILMNRRST,3,0
STREAMLINES,AEEILMNRSST,3,0
STREAMLINING,AEGIILMNNRST,2,0
STREAMS,AEMRSST,3,1
STREAMSIDE,ADEEIMRSST,3,1
STREET,EERSTT,1,3
STREETCAR,ACEERRSTT,2,0
STREETCARS,ACEERRSSTT,3,0
STREETLAMP,AEELMPRSTT,3,0
STREETLAMPS,AEELMPRSSTT,3,0
STREETLIGHT,EEGHILRSTTT,2,0
STREETLIGHTS,EEGHILRSSTTT,2,0
STREETS,EERSSTT,1,3
STREETSCAPE,ACEEEPRSSTT,3,1
STREETSCAPES,ACEEEPRSSSTT,3,0
STREETWALKER,AEEEKLRRSTTW,3,0
STREETWALKERS,AEEEKLRRSSTTW,3,0
STREETWALKING,AEEGIKLNRSTTW,3,0
STREETWISE,EEEIRSSTTW,3,0
STRENGTH,EGHNRSTT,1,0
STRENGTHEN,EEGHNNRSTT,1,0
STRENGTHENED,DEEEGHNNRSTT,3,0
STRENGTHENER,EEEGHNNRRSTT,3,0
STRENGTHENING,EEGGHINNNRSTT,1,0
STRENGTHENS,EEGHNNRSSTT,2,0
STRENGTHS,EGHNRSSTT,1,0
STRENUOUS,ENORSSTUU,2,0
STRENUOUSLY,ELNORSSTUUY,2,0
STREP,EPRST,3,0
STREPTOCOCCAL,ACCCELOOPRSTT,3,0
STREPTOCOCCUS,CCCEOOPRSSTTU,3,0
STREPTOKINASE,AEEIKNOPRSSTT,3,0
STREPTOMYCIN,CEIMNOPRSTTY,3,0
STRESS,ERSSST,1,0
STRESSED,DEERSSST,2,1
STRESSES,EERSSSST,2,0
STRESSFUL,EFLRSSSTU,1,0
STRESSING,EGINRSSST,2,0
STRESSOR,EORRSSST,2,0
STRESSORS,EORRSSSST,2,0
STRETCH,CEHRSTT,1,0
STRETCHABLE,ABCEEHLRSTT,3,0
STRETCHED,CDEEHRSTT,2,0
STRETCHER,CEEHRRSTT,2,0
STRETCHERS,CEEHRRSSTT,2,0
STRETCHES,CEEHRSSTT,2,0
STRETCHING,CEGHINRSTT,1,0
STRETCHY,CEHRSTTY,2,0
STREW,ERSTW,3,1
STREWED,DEERSTW,3,1
STREWING,EGINRSTW,3,1
STREWN,ENRSTW,2,0
STRIATED,ADEIRSTT,3,0
STRIATIONS,AIINORSSTT,3,0
STRIATUM,AIMRSTTU,3,0
STRICKEN,CEIKNRST,2,0
STRICT,CIRSTT,1,0
STRICTER,CEIRRSTT,2,2
STRICTEST,CEIRSSTTT,2,0
STRICTLY,CILRSTTY,1,0
STRICTNESS,CEINRSSSTT,3,0
STRICTURE,CEIRRSTTU,3,0
STRICTURES,CEIRRSSTTU,2,0
STRIDE,DEIRST,2,2
STRIDENCY,CDEINRSTY,3,0
STRIDENT,DEINRSTT,2,1
STRIDENTLY,DEILNRSTTY,3,0
STRIDER,DEIRRST,3,1
STRIDERS,DEIRRSST,3,0
STRIDES,DEIRSST,2,0
STRIDING,DGIINRST,2,0
STRIDOR,DIORRST,3,0
STRIFE,EFIRST,2,1
STRIKE,EIKRST,1,0
STRIKEBREAKERS,ABEEEIKKRRRSST,3,0
STRIKEBREAKING,ABEEGIIKKNRRST,3,0
STRIKEOUT,EIKORSTTU,3,0
STRIKEOUTS,EIKORSSTTU,2,0
STRIKER,EIKRRST,2,0
STRIKERS,EIKRRSST,2,0
STRIKES,EIKRSST,1,0
STRIKING,GIIKNRST,2,1
STRIKINGLY,GIIKLNRSTY,2,0
STRING,GINRST,2,0
STRINGED,DEGINRST,3,0
STRINGENCY,CEGINNRSTY,3,0
STRINGENT,EGINNRSTT,2,0
STRINGENTLY,EGILNNRSTTY,3,0
STRINGERS,EGINRRSST,3,0
STRINGING,GGIINNRST,2,0
STRINGLESS,EGILNRSSST,3,0
STRINGS,GINRSST,3,0
STRINGY,GINRSTY,2,0
STRIP,IPRST,2,2
STRIPE,EIPRST,3,3
STRIPED,DEIPRST,3,0
STRIPER,EIPRRST,3,0
STRIPERS,EIPRRSST,2,0
STRIPES,EIPRSST,1,3
STRIPING,GIINPRST,3,0
STRIPLING,GIILNPRST,3,0
STRIPPED,DEIPPRST,2,0
STRIPPER,EIPPRRST,2,0
STRIPPERS,EIPPRRSST,2,0
STRIPPING,GIINPPRST,2,0
STRIPS,IPRSST,2,0
STRIPTEASE,AEEIPRSSTT,3,1
STRIPY,IPRSTY,3,0
STRIVE,EIRSTV,2,1
STRIVED,DEIRSTV,3,1
STRIVEN,EINRSTV,3,1
STRIVER,EIRRSTV,3,0
STRIVERS,EIRRSSTV,3,0
STRIVES,EIRSSTV,2,0
STRIVING,GIINRSTV,2,0
STROBE,BEORST,3,1
STROBES,BEORSST,3,1
STROBOSCOPIC,BCCIOOOPRSST,3,0
STRODE,DEORST,3,2
STROKE,EKORST,2,0
STROKED,DEKORST,3,0
STROKES,EKORSST,2,1
STROKING,GIKNORST,2,0
STROLL,LLORST,2,1
STROLLED,DELLORST,3,0
STROLLER,ELLORRST,2,1
STROLLERS,ELLORRSST,2,0
STROLLING,GILLNORST,2,0
STROLLS,LLORSST,3,0
STROMA,AMORST,3,0
STROMAL,ALMORST,3,1
STROMATOLITES,AEILMOORSSTTT,3,0
STRONG,GNORST,1,0
STRONGBOX,BGNOORSTX,3,0
STRONGER,EGNORRST,1,0
STRONGEST,EGNORSSTT,1,0
STRONGHOLD,DGHLNOORST,2,0
STRONGHOLDS,DGHLNOORSST,2,0
STRONGLY,GLNORSTY,1,0
STRONGMAN,AGMNNORST,2,0
STRONGMEN,EGMNNORST,3,0
STRONTIUM,IMNORSTTU,3,0
STROP,OPRST,3,2
STROPHE,EHOPRST,3,0
STROVE,EORSTV,2,2
STRUCK,CKRSTU,1,1
STRUCTURAL,ACLRRSTTUU,1,0
STRUCTURALISM,ACILMRRSSTTUU,3,0
STRUCTURALIST,ACILRRSSTTTUU,2,0
STRUCTURALISTS,ACILRRSSSTTTUU,3,0
STRUCTURALLY,ACLLRRSTTUUY,2,0
STRUCTURATION,ACINORRSTTTUU,3,0
STRUCTURE,CERRSTTUU,2,0
STRUCTURED,CDERRSTTUU,3,0
STRUCTURELESS,CEELRRSSSTTUU,3,0
STRUCTURES,CERRSSTTUU,2,0
STRUCTURING,CGINRRSTTUU,3,0
STRUDEL,DELRSTU,3,1
STRUDELS,DELRSSTU,3,0
STRUGGLE,EGGLRSTU,1,0
STRUGGLED,DEGGLRSTU,1,0
STRUGGLERS,EGGLRRSSTU,3,0
STRUGGLES,EGGLRSSTU,2,0
STRUGGLING,GGGILNRSTU,1,0
STRUM,MRSTU,3,0
STRUMMED,DEMMRSTU,3,0
STRUMMING,GIMMNRSTU,2,0
STRUMPET,EMPRSTTU,3,1
STRUMS,MRSSTU,3,0
STRUNG,GNRSTU,3,1
STRUT,RSTTU,2,1
STRUTS,RSSTTU,2,1
STRUTTED,DERSTTTU,2,0
STRUTTING,GINRSTTTU,2,0
STRYCHNINE,CEHINNRSTY,3,0
STUB,BSTU,3,3
STUBBED,BBDESTU,3,0
STUBBING,BBGINSTU,3,0
STUBBLE,BBELSTU,2,0
STUBBLED,BBDELSTU,3,0
STUBBLY,BBLSTUY,3,0
STUBBORN,BBNORSTU,1,0
STUBBORNLY,BBLNORSTUY,2,0
STUBBORNNESS,BBENNORSSSTU,2,0
STUBBY,BBSTUY,2,0
STUBS,BSSTU,3,1
STUCCO,CCOSTU,2,0
STUCCOED,CCDEOSTU,3,0
STUCK,CKSTU,2,1
STUD,DSTU,3,1
STUDDED,DDDESTU,3,0
STUDDING,DDGINSTU,3,0
STUDENT,DENSTTU,1,1
STUDENTS,DENSSTTU,1,0
STUDIED,DDEISTU,2,0
STUDIES,DEISSTU,2,0
STUDIO,DIOSTU,1,0
STUDIOS,DIOSSTU,1,0
STUDIOUS,DIOSSTUU,2,0
STUDIOUSLY,DILOSSTUUY,2,0
STUDLY,DLSTUY,3,0
STUDS,DSSTU,2,1
STUDY,DSTUY,1,1
STUDYING,DGINSTUY,1,0
STUFF,FFSTU,2,1
STUFFED,DEFFSTU,2,0
STUFFER,EFFRSTU,3,0
STUFFERS,EFFRSSTU,3,0
STUFFINESS,EFFINSSSTU,3,0
STUFFING,FFGINSTU,2,0
STUFFINGS,FFGINSSTU,3,0
STUFFS,FFSSTU,3,0
STUFFY,FFSTUY,2,0
STULTIFY,FILSTTUY,3,0
STULTIFYING,FGIILNSTTUY,3,0
STUMBLE,BELMSTU,2,1
STUMBLED,BDELMSTU,2,0
STUMBLES,BELMSSTU,3,0
STUMBLING,BGILMNSTU,2,0
STUMP,MPSTU,2,0
STUMPAGE,AEGMPSTU,3,0
STUMPED,DEMPSTU,3,0
STUMPER,EMPRSTU,3,1
STUMPING,GIMNPSTU,3,0
STUMPS,MPSSTU,3,0
STUMPY,MPSTUY,3,0
STUN,NSTU,2,1
STUNG,GNSTU,2,0
STUNK,KNSTU,3,0
STUNNED,DENNSTU,2,0
STUNNER,ENNRSTU,2,0
STUNNERS,ENNRSSTU,3,0
STUNNING,GINNNSTU,1,0
STUNNINGLY,GILNNNSTUY,2,0
STUNS,NSSTU,3,0
STUNT,NSTTU,2,0
STUNTED,DENSTTU,3,1
STUNTING,GINNSTTU,3,0
STUNTMAN,AMNNSTTU,3,0
STUNTMEN,EMNNSTTU,3,0
STUNTS,NSSTTU,2,0
STUNTWOMAN,AMNNOSTTUW,3,0
STUPA,APSTU,3,0
STUPAS,APSSTU,3,0
STUPEFACTION,ACEFINOPSTTU,3,0
STUPEFIED,DEEFIPSTU,3,0
STUPEFYING,EFGINPSTUY,3,0
STUPEFYINGLY,EFGILNPSTUYY,3,0
STUPENDOUS,DENOPSSTUU,2,0
STUPENDOUSLY,DELNOPSSTUUY,3,0
STUPID,DIPSTU,1,0
STUPIDER,DEIPRSTU,3,0
STUPIDEST,DEIPSSTTU,3,0
STUPIDITIES,DEIIIPSSTTU,3,0
STUPIDITY,DIIPSTTUY,2,0
STUPIDLY,DILPSTUY,2,0
STUPOR,OPRSTU,2,1
STUPOROUS,OOPRSSTUU,3,0
STURDIER,DEIRRSTU,2,0
STURDIEST,DEIRSSTTU,3,0
STURDILY,DILRSTUY,3,0
STURDINESS,DEINRSSSTU,3,0
STURDY,DRSTUY,1,0
STURGEON,EGNORSTU,2,0
STURGEONS,EGNORSSTU,3,0
STUTTER,ERSTTTU,2,0
STUTTERED,DEERSTTTU,3,0
STUTTERER,EERRSTTTU,3,0
STUTTERERS,EERRSSTTTU,3,0
STUTTERING,EGINRSTTTU,2,0
STUTTERS,ERSSTTTU,3,0
STY,STY,3,0
STYGIAN,AGINSTY,3,1
STYLE,ELSTY,3,0
STYLEBOOK,BEKLOOSTY,3,0
STYLED,DELSTY,3,0
STYLER,ELRSTY,3,0
STYLERS,ELRSSTY,3,0
STYLES,ELSSTY,1,0
STYLING,GILNSTY,2,0
STYLINGS,GILNSSTY,3,0
STYLISH,HILSSTY,2,0
STYLISHLY,HILLSSTYY,2,0
STYLISHNESS,EHILNSSSSTY,3,0
STYLIST,ILSSTTY,2,0
STYLISTIC,CIILSSTTY,2,0
STYLISTICALLY,ACIILLLSSTTYY,2,0
STYLISTICS,CIILSSSTTY,2,0
STYLISTS,ILSSSTTY,2,0
STYLIZATION,AIILNOSTTYZ,3,0
STYLIZED,DEILSTYZ,2,0
STYLOID,DILOSTY,3,0
STYLUS,LSSTUY,2,0
STYMIE,EIMSTY,3,0
STYMIED,DEIMSTY,3,0
STYMIEING,EGIIMNSTY,3,0
STYMIES,EIMSSTY,3,0
STYRENE,EENRSTY,3,0
STYROFOAM,AFMOORSTY,2,0
SUASION,AINOSSU,3,0
SUAVE,AESUV,2,0
SUAVELY,AELSUVY,3,0
SUAVITY,AISTUVY,3,0
SUB,BSU,2,1
SUBACUTE,ABCESTUU,3,0
SUBAGENT,ABEGNSTU,3,0
SUBAGENTS,ABEGNSSTU,3,0
SUBALPINE,ABEILNPSU,3,0
SUBALTERN,ABELNRSTU,2,0
SUBALTERNS,ABELNRSSTU,3,0
SUBARACHNOID,AABCDHINORSU,3,0
SUBARCTIC,ABCCIRSTU,3,0
SUBAREA,AABERSU,3,0
SUBAREAS,AABERSSU,3,0
SUBASSEMBLIES,ABBEEILMSSSSU,3,0
SUBASSEMBLY,ABBELMSSSUY,3,0
SUBATOMIC,ABCIMOSTU,2,0
SUBBASEMENT,ABBEEMNSSTU,3,0
SUBBED,BBDESU,3,0
SUBBING,BBGINSU,3,0
SUBCABINET,ABBCEINSTU,3,0
SUBCATEGORIES,ABCEEGIORSSTU,2,0
SUBCATEGORY,ABCEGORSTUY,3,0
SUBCELLULAR,ABCELLLRSUU,3,0
SUBCHAPTER,ABCEHPRSTU,3,0
SUBCLASS,ABCLSSSU,3,0
SUBCLASSES,ABCELSSSSU,3,0
SUBCLAVIAN,AABCILNSUV,3,0
SUBCLINICAL,ABCCIILLNSU,3,0
SUBCOMMITTEE,BCEEIMMOSTTU,1,0
SUBCOMMITTEES,BCEEIMMOSSTTU,3,0
SUBCOMPACT,ABCCMOPSTU,3,0
SUBCOMPACTS,ABCCMOPSSTU,3,0
SUBCOMPONENT,BCEMNNOOPSTU,3,0
SUBCOMPONENTS,BCEMNNOOPSSTU,3,0
SUBCONSCIOUS,BCCINOOSSSUU,2,0
SUBCONSCIOUSLY,BCCILNOOSSSUUY,2,0
SUBCONTINENT,BCEINNNOSTTU,2,0
SUBCONTINENTAL,ABCEILNNNOSTTU,3,0
SUBCONTRACT,ABCCNORSTTU,3,0
SUBCONTRACTED,ABCCDENORSTTU,3,0
SUBCONTRACTING,ABCCGINNORSTTU,3,0
SUBCONTRACTOR,ABCCNOORRSTTU,2,0
SUBCONTRACTORS,ABCCNOORRSSTTU,2,0
SUBCONTRACTS,ABCCNORSSTTU,3,0
SUBCORTICAL,ABCCILORSTU,3,0
SUBCRITICAL,ABCCIILRSTU,3,0
SUBCULTURAL,ABCLLRSTUUU,3,0
SUBCULTURE,BCELRSTUUU,3,0
SUBCULTURES,BCELRSSTUUU,3,0
SUBCUTANEOUS,ABCENOSSTUUU,2,0
SUBCUTANEOUSLY,ABCELNOSSTUUUY,3,0
SUBDISCIPLINE,BCDEIIILNPSSU,3,0
SUBDISCIPLINES,BCDEIIILNPSSSU,3,0
SUBDISTRICT,BCDIIRSSTTU,3,0
SUBDIVIDE,BDDEIISUV,3,0
SUBDIVIDED,BDDDEIISUV,3,0
SUBDIVIDES,BDDEIISSUV,3,0
SUBDIVIDING,BDDGIIINSUV,3,0
SUBDIVISION,BDIIINOSSUV,2,0
SUBDIVISIONS,BDIIINOSSSUV,2,0
SUBDOMINANT,ABDIMNNOSTU,3,0
SUBDUCTION,BCDINOSTUU,3,0
SUBDUE,BDESUU,2,0
SUBDUED,BDDESUU,3,0
SUBDUES,BDESSUU,3,0
SUBDUING,BDGINSUU,3,0
SUBDURAL,ABDLRSUU,3,0
SUBFAMILY,ABFILMSUY,3,0
SUBFIELD,BDEFILSU,3,0
SUBFIELDS,BDEFILSSU,3,0
SUBFLOOR,BFLOORSU,3,0
SUBFREEZING,BEEFGINRSUZ,3,0
SUBGENRE,BEEGNRSU,3,0
SUBGENRES,BEEGNRSSU,3,0
SUBGLACIAL,AABCGILLSU,3,0
SUBGOAL,ABGLOSU,3,0
SUBGROUP,BGOPRSUU,3,0
SUBGROUPS,BGOPRSSUU,3,0
SUBHEAD,ABDEHSU,3,0
SUBHEADING,ABDEGHINSU,3,0
SUBHEADINGS,ABDEGHINSSU,3,0
SUBHUMAN,ABHMNSUU,3,0
SUBJECT,BCEJSTU,2,0
SUBJECTED,BCDEEJSTU,3,0
SUBJECTING,BCEGIJNSTU,2,0
SUBJECTION,BCEIJNOSTU,3,0
SUBJECTIVE,BCEEIJSTUV,1,0
SUBJECTIVELY,BCEEIJLSTUVY,2,0
SUBJECTIVISM,BCEIIJMSSTUV,3,0
SUBJECTIVIST,BCEIIJSSTTUV,3,0
SUBJECTIVITIES,BCEEIIIJSSTTUV,3,0
SUBJECTIVITY,BCEIIJSTTUVY,2,0
SUBJECTS,BCEJSSTU,3,0
SUBJUGATE,ABEGJSTUU,3,0
SUBJUGATED,ABDEGJSTUU,3,0
SUBJUGATING,ABGGIJNSTUU,3,0
SUBJUGATION,ABGIJNOSTUU,2,0
SUBJUNCTIVE,BCEIJNSTUUV,3,0
SUBLEASE,ABEELSSU,3,0
SUBLEASED,ABDEELSSU,3,0
SUBLET,BELSTU,3,2
SUBLETTING,BEGILNSTTU,3,0
SUBLIMATE,ABEILMSTU,3,0
SUBLIMATED,ABDEILMSTU,3,0
SUBLIMATES,ABEILMSSTU,3,0
SUBLIMATING,ABGIILMNSTU,3,0
SUBLIMATION,ABIILMNOSTU,3,0
SUBLIME,BEILMSU,2,0
SUBLIMELY,BEILLMSUY,3,0
SUBLIMINAL,ABIILLMNSU,2,0
SUBLIMINALLY,ABIILLLMNSUY,3,0
SUBLIMITY,BIILMSTUY,3,0
SUBLINGUAL,ABGILLNSUU,3,0
SUBLUXATION,ABILNOSTUUX,3,0
SUBLUXATIONS,ABILNOSSTUUX,3,0
SUBMANDIBULAR,AABBDILMNRSUU,3,0
SUBMARINE,ABEIMNRSU,2,0
SUBMARINER,ABEIMNRRSU,3,0
SUBMARINERS,ABEIMNRRSSU,3,0
SUBMARINES,ABEIMNRSSU,2,0
SUBMAXIMAL,AABILMMSUX,3,0
SUBMENU,BEMNSUU,3,0
SUBMENUS,BEMNSSUU,3,0
SUBMERGE,BEEGMRSU,2,0
SUBMERGED,BDEEGMRSU,3,0
SUBMERGENCE,BCEEEGMNRSU,3,0
SUBMERGES,BEEGMRSSU,3,0
SUBMERGING,BEGGIMNRSU,3,0
SUBMERSED,BDEEMRSSU,3,0
SUBMERSIBLE,BBEEILMRSSU,2,0
SUBMERSIBLES,BBEEILMRSSSU,3,0
SUBMERSION,BEIMNORSSU,3,0
SUBMICRON,BCIMNORSU,3,0
SUBMICROSCOPIC,BCCCIIMOOPRSSU,3,0
SUBMILLIMETER,BEEIILLMMRSTU,3,0
SUBMISSION,BIIMNOSSSU,2,0
SUBMISSIONS,BIIMNOSSSSU,2,0
SUBMISSIVE,BEIIMSSSUV,2,0
SUBMISSIVELY,BEIILMSSSUVY,3,0
SUBMISSIVENESS,BEEIIMNSSSSSUV,3,0
SUBMIT,BIMSTU,1,0
SUBMITS,BIMSSTU,2,0
SUBMITTAL,ABILMSTTU,3,0
SUBMITTED,BDEIMSTTU,3,0
SUBMITTING,BGIIMNSTTU,2,0
SUBMUCOSAL,ABCLMOSSUU,3,0
SUBMUNITIONS,BIIMNNOSSTUU,3,0
SUBNATIONAL,AABILNNOSTU,3,0
SUBNORMAL,ABLMNORSU,3,0
SUBOPTIMAL,ABILMOPSTU,3,0
SUBORBITAL,ABBILORSTU,3,0
SUBORDINATE,ABDEINORSTU,2,0
SUBORDINATED,ABDDEINORSTU,3,0
SUBORDINATES,ABDEINORSSTU,2,0
SUBORDINATING,ABDGIINNORSTU,3,0
SUBORDINATION,ABDIINNOORSTU,2,0
SUBORN,BNORSU,3,0
SUBORNATION,ABINNOORSTU,3,0
